year,sex,name,n,prop,first_letter,first_is_vowel
2001,F,Esthefani,5,2.53E-06,E,TRUE
2007,F,Kisha,6,2.84E-06,K,FALSE
1970,F,Marilla,7,3.82E-06,M,FALSE
1989,M,Alben,5,2.39E-06,A,TRUE
2012,F,Roxane,13,6.71E-06,R,FALSE
1943,M,Girard,28,1.93E-05,G,FALSE
1983,F,Ebonique,11,6.15E-06,E,TRUE
1925,F,Delane,5,3.96E-06,D,FALSE
1976,M,Ralphie,7,4.29E-06,R,FALSE
1906,F,Sidney,16,5.11E-05,S,FALSE
1987,M,Daxton,5,2.56E-06,D,FALSE
1937,F,Loree,28,2.54E-05,L,FALSE
1914,F,Luceil,11,1.38E-05,L,FALSE
1980,F,Cenia,5,2.81E-06,C,FALSE
2014,M,Zhalen,5,2.45E-06,Z,FALSE
1993,F,Merranda,11,5.58E-06,M,FALSE
1981,F,Karl,27,1.51E-05,K,FALSE
2016,F,Suhaani,8,4.15E-06,S,FALSE
1992,F,Lanisha,43,2.15E-05,L,FALSE
1935,F,Maris,13,1.20E-05,M,FALSE
1942,M,Ida,11,7.81E-06,I,TRUE
1982,F,Anjoli,7,3.86E-06,A,TRUE
2017,M,Kalan,27,1.38E-05,K,FALSE
1987,F,Malysa,5,2.67E-06,M,FALSE
1984,F,Natara,7,3.88E-06,N,FALSE
1936,M,Norval,37,3.48E-05,N,FALSE
1914,M,Carlin,9,1.32E-05,C,FALSE
2010,F,Kimari,27,1.38E-05,K,FALSE
1925,M,Hilbert,60,5.21E-05,H,FALSE
1992,F,Jalena,22,1.10E-05,J,FALSE
1964,F,Tereasa,80,4.09E-05,T,FALSE
2008,M,Kie,6,2.75E-06,K,FALSE
1959,M,Doak,6,2.77E-06,D,FALSE
1993,M,Mandel,7,3.39E-06,M,FALSE
1916,M,Woodie,35,3.79E-05,W,FALSE
1993,M,Christien,27,1.31E-05,C,FALSE
1968,F,Marketta,12,7.02E-06,M,FALSE
1998,M,Evyn,16,7.89E-06,E,TRUE
1949,M,Roel,30,1.67E-05,R,FALSE
2006,F,Giuliana,256,0.00012254,G,FALSE
1979,F,Linley,7,4.06E-06,L,FALSE
2013,F,Amilya,60,3.12E-05,A,TRUE
1980,F,Janaia,5,2.81E-06,J,FALSE
1916,M,Churchel,5,5.42E-06,C,FALSE
1998,M,Arun,44,2.17E-05,A,TRUE
1953,M,Todd,1099,0.00054916,T,FALSE
1988,F,Katti,7,3.64E-06,K,FALSE
2000,M,Shykim,6,2.87E-06,S,FALSE
2014,M,Brynden,12,5.87E-06,B,FALSE
2001,M,Eliab,14,6.77E-06,E,TRUE
1988,F,Maytal,6,3.12E-06,M,FALSE
1960,M,Blanton,8,3.69E-06,B,FALSE
1987,F,Maleah,25,1.33E-05,M,FALSE
1972,F,Demetrius,69,4.28E-05,D,FALSE
1941,F,Shirlean,6,4.82E-06,S,FALSE
1949,M,Tary,6,3.33E-06,T,FALSE
1994,M,Oshea,43,2.11E-05,O,TRUE
1983,F,Aja,249,0.00013916,A,TRUE
1997,F,Carrera,8,4.19E-06,C,FALSE
1995,F,Nelson,6,3.12E-06,N,FALSE
1975,M,Neftali,18,1.11E-05,N,FALSE
1958,F,Renate,44,2.13E-05,R,FALSE
2015,F,Eliyana,26,1.34E-05,E,TRUE
1979,F,Amaris,38,2.21E-05,A,TRUE
2011,F,Anahlia,5,2.58E-06,A,TRUE
1921,F,Bettyjo,10,7.81E-06,B,FALSE
1908,F,Frieda,317,0.00089414,F,FALSE
1931,F,Arzella,8,7.25E-06,A,TRUE
2017,M,Zayvian,29,1.48E-05,Z,FALSE
1987,M,Albert,1766,0.00090589,A,TRUE
2009,F,Purity,17,8.40E-06,P,FALSE
1986,F,Jeannie,249,0.00013496,J,FALSE
2001,M,Cris,24,1.16E-05,C,FALSE
1994,M,Haywood,12,5.89E-06,H,FALSE
1964,F,Ivery,6,3.07E-06,I,TRUE
1928,F,Jolene,56,4.68E-05,J,FALSE
1898,F,Vadie,9,3.28E-05,V,FALSE
2008,M,Hart,17,7.80E-06,H,FALSE
1960,M,Octavio,49,2.26E-05,O,TRUE
1951,F,Manina,6,3.25E-06,M,FALSE
2013,M,Rydder,10,4.96E-06,R,FALSE
1925,M,Aelred,7,6.08E-06,A,TRUE
1924,F,Esperanza,174,0.00013429,E,TRUE
1961,M,Oren,49,2.27E-05,O,TRUE
2015,F,Trinidad,10,5.14E-06,T,FALSE
2008,F,Jaidy,12,5.77E-06,J,FALSE
1987,F,Mario,43,2.30E-05,M,FALSE
1995,M,Zachory,31,1.54E-05,Z,FALSE
1949,F,Ula,14,7.97E-06,U,TRUE
1946,M,Carey,173,0.00010483,C,FALSE
1909,M,Starling,7,3.96E-05,S,FALSE
1906,F,Claribel,15,4.79E-05,C,FALSE
1949,M,Baird,11,6.10E-06,B,FALSE
1992,F,Shantaya,9,4.49E-06,S,FALSE
1936,F,Adline,10,9.28E-06,A,TRUE
2017,F,Tayden,7,3.73E-06,T,FALSE
1997,F,Vanesa,246,0.00012888,V,FALSE
2008,F,Kaia,462,0.00022202,K,FALSE
2009,F,Dyuthi,5,2.47E-06,D,FALSE
1955,F,Carey,136,6.78E-05,C,FALSE
1942,M,Rennie,13,9.23E-06,R,FALSE
2002,F,Shian,17,8.61E-06,S,FALSE
1925,M,Ignatius,60,5.21E-05,I,TRUE
1983,F,Kimmie,13,7.27E-06,K,FALSE
1997,F,Leeah,20,1.05E-05,L,FALSE
1987,M,Chue,13,6.67E-06,C,FALSE
2001,F,Kyniah,5,2.53E-06,K,FALSE
1951,F,Frannie,5,2.71E-06,F,FALSE
2009,M,Jaydien,18,8.49E-06,J,FALSE
2017,F,Zarah,143,7.63E-05,Z,FALSE
1989,F,Raelina,5,2.51E-06,R,FALSE
1886,M,Allie,21,0.00017641,A,TRUE
2005,F,Macalah,5,2.47E-06,M,FALSE
2005,M,Elmir,5,2.35E-06,E,TRUE
1971,M,Colt,16,8.80E-06,C,FALSE
1934,M,Cleatus,13,1.22E-05,C,FALSE
1973,M,Kariem,7,4.34E-06,K,FALSE
1986,F,Roberto,18,9.76E-06,R,FALSE
2004,M,Mickael,15,7.10E-06,M,FALSE
2001,M,Danyael,8,3.87E-06,D,FALSE
1950,F,Veola,20,1.14E-05,V,FALSE
1881,M,Louis,746,0.00688942,L,FALSE
1978,M,Lorenz,5,2.93E-06,L,FALSE
1918,F,Virgia,31,2.58E-05,V,FALSE
1915,F,Donie,23,2.25E-05,D,FALSE
1979,F,Angalena,6,3.48E-06,A,TRUE
2012,M,Johngabriel,6,2.96E-06,J,FALSE
1921,F,Dessa,21,1.64E-05,D,FALSE
1923,F,Felicia,106,8.46E-05,F,FALSE
1953,F,Sherlene,33,1.71E-05,S,FALSE
1924,M,Welcome,11,9.41E-06,W,FALSE
1996,M,Tevin,519,0.00025906,T,FALSE
2015,F,Jailen,8,4.11E-06,J,FALSE
1985,F,Rachel,16358,0.00886179,R,FALSE
2010,M,Yuriah,6,2.92E-06,Y,FALSE
1961,F,Darlina,9,4.33E-06,D,FALSE
1994,F,Yessika,6,3.08E-06,Y,FALSE
1982,M,Margaret,14,7.42E-06,M,FALSE
1959,M,Mickie,20,9.23E-06,M,FALSE
1974,M,Herbie,18,1.10E-05,H,FALSE
2013,M,Khing,7,3.47E-06,K,FALSE
1993,F,Crystin,5,2.54E-06,C,FALSE
1986,F,Negin,6,3.25E-06,N,FALSE
2007,M,Yaroslav,8,3.61E-06,Y,FALSE
1921,F,Fannie,1891,0.00147768,F,FALSE
1897,F,Missouri,14,5.64E-05,M,FALSE
1941,M,Rodman,14,1.12E-05,R,FALSE
1977,F,Yamika,8,4.86E-06,Y,FALSE
1971,F,Fred,13,7.42E-06,F,FALSE
1980,M,Deondra,5,2.70E-06,D,FALSE
1967,M,Cornelio,14,7.87E-06,C,FALSE
1939,F,Cleota,7,6.17E-06,C,FALSE
1889,F,Ella,1647,0.0087042,E,TRUE
1949,F,Camillia,14,7.97E-06,C,FALSE
2012,M,Ezekeil,8,3.95E-06,E,TRUE
1953,F,Melvinia,6,3.11E-06,M,FALSE
1937,F,Dahlia,5,4.54E-06,D,FALSE
1996,F,Karigan,28,1.46E-05,K,FALSE
1979,F,Nakeesha,14,8.12E-06,N,FALSE
1960,F,Dorie,47,2.26E-05,D,FALSE
2004,F,Brittney,599,0.00029704,B,FALSE
1934,M,Alford,84,7.91E-05,A,TRUE
1988,M,Rodriquez,53,2.65E-05,R,FALSE
1928,F,Merle,293,0.00024509,M,FALSE
1928,M,Concepcion,9,7.89E-06,C,FALSE
1945,F,Natividad,10,7.43E-06,N,FALSE
1922,M,Bert,609,0.00054121,B,FALSE
1963,F,Evetta,14,7.04E-06,E,TRUE
1944,F,Bernardine,68,4.98E-05,B,FALSE
1999,F,Aden,9,4.62E-06,A,TRUE
1894,F,Fronia,10,4.24E-05,F,FALSE
1928,M,Kenwood,8,7.01E-06,K,FALSE
1961,M,Romano,6,2.78E-06,R,FALSE
2007,M,Mcguire,5,2.26E-06,M,FALSE
2009,F,Clio,16,7.91E-06,C,FALSE
1997,M,Landis,28,1.40E-05,L,FALSE
2002,M,Horatio,9,4.36E-06,H,FALSE
1973,F,Kolette,7,4.50E-06,K,FALSE
2008,M,Devlin,108,4.96E-05,D,FALSE
2014,F,Aundraya,9,4.61E-06,A,TRUE
2003,M,Kenton,133,6.33E-05,K,FALSE
1996,F,Gena,63,3.29E-05,G,FALSE
2004,F,Mackinley,14,6.94E-06,M,FALSE
1990,M,Maximillion,17,7.90E-06,M,FALSE
1990,F,Jacobi,9,4.38E-06,J,FALSE
2008,M,Ediberto,7,3.21E-06,E,TRUE
2002,F,Emiko,30,1.52E-05,E,TRUE
2017,F,Shamira,10,5.33E-06,S,FALSE
1955,M,Cornel,28,1.34E-05,C,FALSE
2010,F,Jerrika,5,2.55E-06,J,FALSE
1980,M,Carnelius,9,4.85E-06,C,FALSE
1980,F,Shazia,18,1.01E-05,S,FALSE
1946,F,Elsbeth,13,8.06E-06,E,TRUE
1908,M,Luigi,6,3.61E-05,L,FALSE
1978,F,Maria,7009,0.00426393,M,FALSE
2014,F,Rae,89,4.56E-05,R,FALSE
2003,M,Antavion,11,5.24E-06,A,TRUE
2016,M,Aengus,18,8.92E-06,A,TRUE
1888,M,Talmage,10,7.70E-05,T,FALSE
1930,F,Elora,6,5.14E-06,E,TRUE
2011,F,Adaya,69,3.57E-05,A,TRUE
1930,F,Inas,5,4.29E-06,I,TRUE
2012,F,Deonna,52,2.69E-05,D,FALSE
1958,M,Gwen,5,2.32E-06,G,FALSE
1942,M,Fread,7,4.97E-06,F,FALSE
1973,M,Sten,8,4.96E-06,S,FALSE
1909,F,Lita,7,1.90E-05,L,FALSE
1945,F,Reeda,7,5.20E-06,R,FALSE
1999,F,Jalasia,6,3.08E-06,J,FALSE
2010,F,Lita,13,6.64E-06,L,FALSE
2002,F,Ausha,6,3.04E-06,A,TRUE
1943,M,Woodson,16,1.10E-05,W,FALSE
2005,F,Aleasia,7,3.45E-06,A,TRUE
1918,M,Rudolf,51,4.86E-05,R,FALSE
1886,F,Ollie,318,0.00206849,O,TRUE
1984,M,Rodregus,7,3.73E-06,R,FALSE
1902,F,Jennie,985,0.00351367,J,FALSE
1947,M,Penn,6,3.23E-06,P,FALSE
2017,F,Caley,12,6.40E-06,C,FALSE
2017,F,Gibson,8,4.27E-06,G,FALSE
2009,F,Zayra,46,2.27E-05,Z,FALSE
1926,M,Etsuo,5,4.36E-06,E,TRUE
1912,F,Lavina,85,0.00014488,L,FALSE
2005,M,Aadyn,11,5.17E-06,A,TRUE
1909,F,Maybel,5,1.36E-05,M,FALSE
1944,M,Burgess,22,1.58E-05,B,FALSE
1942,M,Victorio,5,3.55E-06,V,FALSE
1997,F,Athea,6,3.14E-06,A,TRUE
1982,F,Caree,8,4.41E-06,C,FALSE
2007,M,Pier,5,2.26E-06,P,FALSE
1973,M,Tyronn,9,5.58E-06,T,FALSE
2008,M,Jonmichael,18,8.26E-06,J,FALSE
1963,M,Kendall,465,0.00022516,K,FALSE
1998,F,Cambrie,11,5.68E-06,C,FALSE
1993,M,Nehemiah,79,3.83E-05,N,FALSE
1969,F,Gearldine,7,3.97E-06,G,FALSE
1905,M,Author,9,6.28E-05,A,TRUE
1985,M,Montel,17,8.84E-06,M,FALSE
1936,F,Georgia,1823,0.00169189,G,FALSE
1953,M,Wynn,27,1.35E-05,W,FALSE
1935,M,Sherrell,15,1.40E-05,S,FALSE
1969,F,Lewis,15,8.51E-06,L,FALSE
1980,M,Lamel,6,3.23E-06,L,FALSE
1996,M,Gerado,9,4.49E-06,G,FALSE
1957,M,Jed,120,5.49E-05,J,FALSE
1933,M,Russel,199,0.0001951,R,FALSE
1922,F,Vernona,6,4.81E-06,V,FALSE
1998,F,Rabekah,5,2.58E-06,R,FALSE
1941,M,Kenwood,6,4.78E-06,K,FALSE
1974,F,India,106,6.77E-05,I,TRUE
2017,F,Breighlynn,6,3.20E-06,B,FALSE
2006,M,Jarel,25,1.14E-05,J,FALSE
2004,F,Kaisey,6,2.98E-06,K,FALSE
2008,M,Leopoldo,65,2.98E-05,L,FALSE
2001,M,Mikelle,5,2.42E-06,M,FALSE
1961,F,Julietta,6,2.89E-06,J,FALSE
1962,M,Jeronimo,10,4.76E-06,J,FALSE
1882,M,Sandy,19,0.0001557,S,FALSE
1931,F,Margreat,9,8.15E-06,M,FALSE
1884,M,Phillip,89,0.00072512,P,FALSE
2013,F,Rukmini,7,3.64E-06,R,FALSE
1955,F,Signe,25,1.25E-05,S,FALSE
1986,F,Michiko,7,3.79E-06,M,FALSE
1951,F,Freddie,183,9.91E-05,F,FALSE
2001,F,Nazareth,14,7.07E-06,N,FALSE
1964,F,Bernardina,6,3.07E-06,B,FALSE
1984,M,Zack,61,3.25E-05,Z,FALSE
1933,F,Jeannine,393,0.00037574,J,FALSE
1884,F,Leila,103,0.00074862,L,FALSE
1998,M,Logun,7,3.45E-06,L,FALSE
2008,F,Robbie,18,8.65E-06,R,FALSE
1966,M,Lorence,7,3.85E-06,L,FALSE
1926,M,Olof,5,4.36E-06,O,TRUE
1971,F,Korinne,8,4.57E-06,K,FALSE
2017,F,Neyah,9,4.80E-06,N,FALSE
2017,M,Hannah,6,3.06E-06,H,FALSE
1958,F,Mireya,6,2.91E-06,M,FALSE
1939,F,Lilliam,6,5.29E-06,L,FALSE
1997,F,Shermaine,8,4.19E-06,S,FALSE
2002,F,Tanasha,15,7.60E-06,T,FALSE
2012,M,Lio,19,9.38E-06,L,FALSE
1992,F,Kiara,1568,0.00078232,K,FALSE
1976,M,Ladell,17,1.04E-05,L,FALSE
2015,M,Dewey,17,8.34E-06,D,FALSE
1960,F,Carollynn,5,2.40E-06,C,FALSE
1977,F,Devvon,5,3.04E-06,D,FALSE
1956,F,Barbara,32303,0.01568665,B,FALSE
2008,F,Cicely,13,6.25E-06,C,FALSE
1982,F,Jovonne,15,8.27E-06,J,FALSE
1931,M,Troy,485,0.00045345,T,FALSE
2015,F,Blaise,24,1.23E-05,B,FALSE
2015,F,Marlin,17,8.74E-06,M,FALSE
2017,F,Maree,6,3.20E-06,M,FALSE
1976,F,Gwendolyne,5,3.18E-06,G,FALSE
2012,F,Adilenne,6,3.10E-06,A,TRUE
1941,F,Kathlyn,42,3.37E-05,K,FALSE
1959,F,Ailene,16,7.70E-06,A,TRUE
1968,F,Mallissa,5,2.92E-06,M,FALSE
1995,F,Krista,1467,0.00076358,K,FALSE
1965,F,Valentine,18,9.85E-06,V,FALSE
2012,F,Oriah,16,8.26E-06,O,TRUE
1997,F,Kynedi,8,4.19E-06,K,FALSE
1999,F,Shealee,8,4.11E-06,S,FALSE
2013,M,Jovian,17,8.43E-06,J,FALSE
1895,M,Forest,52,0.0004106,F,FALSE
1973,M,Price,20,1.24E-05,P,FALSE
1926,M,Ula,5,4.36E-06,U,TRUE
1943,F,Frances,9443,0.00657923,F,FALSE
2013,F,Faigy,118,6.13E-05,F,FALSE
1986,M,Savvas,5,2.60E-06,S,FALSE
1906,F,Elease,16,5.11E-05,E,TRUE
1964,F,Laurann,5,2.55E-06,L,FALSE
2017,F,Laiza,7,3.73E-06,L,FALSE
1988,F,Kaula,33,1.72E-05,K,FALSE
1927,M,Edmon,20,1.72E-05,E,TRUE
2002,F,Shailyn,38,1.93E-05,S,FALSE
1941,M,Carvin,7,5.58E-06,C,FALSE
1888,F,Ruth,850,0.00448679,R,FALSE
2007,M,Jaylin,600,0.00027107,J,FALSE
1997,F,Imara,10,5.24E-06,I,TRUE
1983,F,Chelynne,5,2.79E-06,C,FALSE
1932,M,Ike,45,4.19E-05,I,TRUE
2015,M,Fareed,31,1.52E-05,F,FALSE
1929,F,Laurita,12,1.04E-05,L,FALSE
2009,F,Ameena,62,3.07E-05,A,TRUE
1972,M,Theopolis,9,5.37E-06,T,FALSE
1993,F,Lavern,7,3.55E-06,L,FALSE
2001,F,Dynastee,5,2.53E-06,D,FALSE
1998,F,Peace,9,4.64E-06,P,FALSE
1904,F,Tera,6,2.05E-05,T,FALSE
1946,F,Loraine,240,0.00014881,L,FALSE
2010,F,Anisia,12,6.13E-06,A,TRUE
1936,F,Delia,252,0.00023388,D,FALSE
1919,F,Zillah,8,6.81E-06,Z,FALSE
1948,F,Alex,10,5.74E-06,A,TRUE
2007,F,Reghan,37,1.75E-05,R,FALSE
1977,F,Sheresa,5,3.04E-06,S,FALSE
2004,F,Anniyah,29,1.44E-05,A,TRUE
1989,M,Isael,10,4.77E-06,I,TRUE
1986,M,Rustin,63,3.28E-05,R,FALSE
1923,M,Giacomo,6,5.30E-06,G,FALSE
1913,F,Christene,17,2.60E-05,C,FALSE
2006,M,Minh,38,1.73E-05,M,FALSE
1981,F,Dalene,14,7.83E-06,D,FALSE
2017,F,Fawzia,5,2.67E-06,F,FALSE
1976,M,Quentin,521,0.000319,Q,FALSE
2001,F,Mayan,8,4.04E-06,M,FALSE
2012,M,Zakariye,15,7.40E-06,Z,FALSE
2006,F,Danyel,24,1.15E-05,D,FALSE
2012,F,Brycelynn,14,7.23E-06,B,FALSE
1954,F,Lorraine,3463,0.00173947,L,FALSE
2014,F,Azuri,27,1.38E-05,A,TRUE
1985,F,Rachelmarie,6,3.25E-06,R,FALSE
1947,F,Jerre,25,1.38E-05,J,FALSE
1996,F,Shylynn,5,2.61E-06,S,FALSE
2006,M,Jhonen,5,2.28E-06,J,FALSE
1999,M,Adarian,6,2.94E-06,A,TRUE
1971,M,Evans,38,2.09E-05,E,TRUE
1939,M,Marie,35,3.09E-05,M,FALSE
1990,M,Kendell,129,6.00E-05,K,FALSE
2007,M,Izaac,131,5.92E-05,I,TRUE
1973,M,Stoney,55,3.41E-05,S,FALSE
1990,M,Ben,367,0.00017061,B,FALSE
2004,F,Katya,115,5.70E-05,K,FALSE
1917,M,Jafus,9,9.38E-06,J,FALSE
1956,F,Wannetta,18,8.74E-06,W,FALSE
1993,F,Shanelle,169,8.57E-05,S,FALSE
2001,F,Saturn,5,2.53E-06,S,FALSE
1931,F,Norman,36,3.26E-05,N,FALSE
2017,M,Miliano,22,1.12E-05,M,FALSE
2003,F,Nandini,46,2.29E-05,N,FALSE
1969,F,Alisa,1109,0.00062914,A,TRUE
1909,M,Zack,15,8.48E-05,Z,FALSE
2008,F,Matthew,23,1.11E-05,M,FALSE
2011,M,Jamareon,11,5.42E-06,J,FALSE
1993,F,Kyleen,28,1.42E-05,K,FALSE
1972,M,Kay,6,3.58E-06,K,FALSE
1988,F,Denessa,10,5.20E-06,D,FALSE
1959,F,Alecia,88,4.23E-05,A,TRUE
1970,F,Cecilie,9,4.91E-06,C,FALSE
1956,F,Mickie,126,6.12E-05,M,FALSE
1984,M,Chi,13,6.93E-06,C,FALSE
1994,M,Domenico,44,2.16E-05,D,FALSE
1999,F,Shayla,1187,0.00060991,S,FALSE
1979,F,Coti,5,2.90E-06,C,FALSE
2010,F,Elishka,5,2.55E-06,E,TRUE
1996,F,Linden,23,1.20E-05,L,FALSE
1975,F,Jannell,15,9.61E-06,J,FALSE
1927,F,Darlyne,25,2.02E-05,D,FALSE
1969,F,Lianna,13,7.37E-06,L,FALSE
2003,M,Uzziah,12,5.71E-06,U,TRUE
1988,F,Ifeoma,7,3.64E-06,I,TRUE
2005,F,Ameia,11,5.42E-06,A,TRUE
2004,M,Kole,335,0.0001586,K,FALSE
1998,F,Coco,18,9.29E-06,C,FALSE
1985,F,Narda,8,4.33E-06,N,FALSE
1993,F,Jacquesha,5,2.54E-06,J,FALSE
2012,M,Emersen,12,5.92E-06,E,TRUE
1938,M,Marlo,18,1.58E-05,M,FALSE
1969,M,Winston,190,0.00010383,W,FALSE
2007,F,Billie,105,4.97E-05,B,FALSE
1946,F,Kenneth,54,3.35E-05,K,FALSE
1937,F,Merlene,81,7.35E-05,M,FALSE
2009,F,Zniyah,15,7.41E-06,Z,FALSE
2009,F,Aliandra,5,2.47E-06,A,TRUE
1973,F,Jacob,11,7.08E-06,J,FALSE
1978,M,Weldon,57,3.34E-05,W,FALSE
2004,M,Jachin,16,7.58E-06,J,FALSE
1990,F,Brisa,47,2.29E-05,B,FALSE
1971,F,Lajuan,35,2.00E-05,L,FALSE
1959,M,Wilbur,353,0.00016295,W,FALSE
1999,M,Jyvon,5,2.45E-06,J,FALSE
2000,F,Arlynn,6,3.01E-06,A,TRUE
2009,M,Feras,6,2.83E-06,F,FALSE
1974,F,Melvin,25,1.60E-05,M,FALSE
2016,F,Leliana,34,1.76E-05,L,FALSE
2007,F,Tashay,7,3.31E-06,T,FALSE
2005,M,Abrian,6,2.82E-06,A,TRUE
1949,F,Carlin,8,4.56E-06,C,FALSE
1999,F,Jacilyn,6,3.08E-06,J,FALSE
1993,F,Rosibel,13,6.60E-06,R,FALSE
1976,M,Olivia,6,3.67E-06,O,TRUE
1992,M,Malick,6,2.86E-06,M,FALSE
1959,F,Ellisa,6,2.89E-06,E,TRUE
1947,F,Elda,74,4.07E-05,E,TRUE
1970,F,Vanessia,8,4.37E-06,V,FALSE
1939,M,Franchot,8,7.06E-06,F,FALSE
1990,M,Christion,16,7.44E-06,C,FALSE
1991,F,Khristina,31,1.53E-05,K,FALSE
2017,F,Annalis,10,5.33E-06,A,TRUE
1916,F,Zelda,258,0.00023763,Z,FALSE
2015,F,Nailani,12,6.17E-06,N,FALSE
2006,F,Kelsay,7,3.35E-06,K,FALSE
1999,M,Hesston,9,4.42E-06,H,FALSE
1885,F,Lanie,6,4.23E-05,L,FALSE
1991,F,Emmalyn,7,3.44E-06,E,TRUE
1969,M,Henri,25,1.37E-05,H,FALSE
2000,M,Osborne,6,2.87E-06,O,TRUE
1937,F,Alys,9,8.17E-06,A,TRUE
1983,M,Arlando,16,8.59E-06,A,TRUE
1960,M,Faith,5,2.31E-06,F,FALSE
1980,F,Laquila,8,4.49E-06,L,FALSE
1889,F,Zella,96,0.00050735,Z,FALSE
1965,M,Chip,109,5.75E-05,C,FALSE
1914,F,Velvie,8,1.00E-05,V,FALSE
1944,F,Barney,5,3.66E-06,B,FALSE
2003,M,Christoph,18,8.57E-06,C,FALSE
1993,M,Gaurav,15,7.26E-06,G,FALSE
1970,F,Drema,28,1.53E-05,D,FALSE
1935,M,Kip,8,7.48E-06,K,FALSE
1996,M,Naythan,8,3.99E-06,N,FALSE
2015,F,Milaysia,8,4.11E-06,M,FALSE
1961,F,Pam,3082,0.0014843,P,FALSE
1924,F,Zada,30,2.32E-05,Z,FALSE
1991,F,Andrina,22,1.08E-05,A,TRUE
1987,F,Lesia,9,4.80E-06,L,FALSE
1998,M,Juwuan,30,1.48E-05,J,FALSE
1981,F,Clancy,7,3.91E-06,C,FALSE
1976,M,Thompson,15,9.18E-06,T,FALSE
2005,M,Eryck,9,4.23E-06,E,TRUE
1998,F,Franziska,11,5.68E-06,F,FALSE
2007,F,Mckenize,12,5.67E-06,M,FALSE
1957,F,Terria,10,4.77E-06,T,FALSE
1941,M,Lamoyne,8,6.38E-06,L,FALSE
2007,F,Kritika,7,3.31E-06,K,FALSE
1989,M,Spence,16,7.64E-06,S,FALSE
1958,F,Jeraldine,36,1.74E-05,J,FALSE
1996,F,Lydie,6,3.13E-06,L,FALSE
1959,F,Sharman,10,4.81E-06,S,FALSE
1995,M,Forest,205,0.00010194,F,FALSE
1990,F,Stacie,603,0.00029358,S,FALSE
2006,F,Amijah,14,6.70E-06,A,TRUE
2012,F,Larimar,5,2.58E-06,L,FALSE
2002,M,Darnelle,9,4.36E-06,D,FALSE
1987,M,Lavar,63,3.23E-05,L,FALSE
2005,F,Delainey,74,3.65E-05,D,FALSE
1995,F,Shaylee,130,6.77E-05,S,FALSE
1943,F,Normalee,5,3.48E-06,N,FALSE
1992,M,Jaymin,13,6.19E-06,J,FALSE
1995,F,Antania,23,1.20E-05,A,TRUE
2012,M,Adonay,22,1.09E-05,A,TRUE
1960,F,Sima,10,4.81E-06,S,FALSE
1899,F,Loie,6,2.42E-05,L,FALSE
1965,M,Leroi,5,2.64E-06,L,FALSE
2004,F,Blythe,75,3.72E-05,B,FALSE
1993,F,Malena,41,2.08E-05,M,FALSE
1918,F,Marylouise,29,2.41E-05,M,FALSE
1917,F,Elva,760,0.00067634,E,TRUE
1979,F,Mariellen,5,2.90E-06,M,FALSE
1990,F,Carolina,909,0.00044256,C,FALSE
2004,M,Jaqual,5,2.37E-06,J,FALSE
1998,M,Geordan,26,1.28E-05,G,FALSE
2009,M,Karmyne,7,3.30E-06,K,FALSE
1990,F,Satoria,11,5.36E-06,S,FALSE
2006,F,Tyiesha,6,2.87E-06,T,FALSE
1965,F,Jacky,20,1.09E-05,J,FALSE
1997,F,Kandis,31,1.62E-05,K,FALSE
1915,M,Jason,78,8.85E-05,J,FALSE
2000,F,Breane,5,2.51E-06,B,FALSE
2008,M,Sheron,5,2.30E-06,S,FALSE
1898,F,Betty,421,0.00153569,B,FALSE
2009,F,Clarise,11,5.44E-06,C,FALSE
1912,F,Zana,10,1.70E-05,Z,FALSE
1948,M,Lawrence,9762,0.00547638,L,FALSE
1985,F,Kiela,8,4.33E-06,K,FALSE
1989,F,Shamari,9,4.52E-06,S,FALSE
1894,M,Greely,6,4.80E-05,G,FALSE
1966,F,Alexa,33,1.88E-05,A,TRUE
1978,F,Lauree,10,6.08E-06,L,FALSE
2004,F,Lavanya,6,2.98E-06,L,FALSE
1944,M,Mont,8,5.76E-06,M,FALSE
1905,M,Alton,164,0.00114495,A,TRUE
2013,M,Jaise,9,4.46E-06,J,FALSE
1990,F,Teaya,5,2.43E-06,T,FALSE
2008,F,Layli,9,4.32E-06,L,FALSE
1930,M,Berle,6,5.31E-06,B,FALSE
2009,F,Kyona,8,3.95E-06,K,FALSE
2003,F,Areyana,25,1.25E-05,A,TRUE
2009,F,Mircale,6,2.97E-06,M,FALSE
2010,M,Fyodor,9,4.39E-06,F,FALSE
2011,M,Hamzah,47,2.32E-05,H,FALSE
1920,F,Naomie,13,1.05E-05,N,FALSE
1997,F,Savon,5,2.62E-06,S,FALSE
1967,M,Irwin,34,1.91E-05,I,TRUE
1975,F,Margarete,5,3.20E-06,M,FALSE
2007,M,Graham,797,0.00036008,G,FALSE
1971,M,Saturnino,8,4.40E-06,S,FALSE
1986,F,Vannah,6,3.25E-06,V,FALSE
1985,F,Keslie,5,2.71E-06,K,FALSE
2015,F,Sloan,405,0.00020819,S,FALSE
1977,F,Karilyn,7,4.26E-06,K,FALSE
2012,M,Zy,5,2.47E-06,Z,FALSE
1996,F,Colby,102,5.32E-05,C,FALSE
2002,F,Ilisha,5,2.53E-06,I,TRUE
2013,F,Frederica,5,2.60E-06,F,FALSE
1956,F,Christel,23,1.12E-05,C,FALSE
1987,F,Cathie,10,5.34E-06,C,FALSE
